"Goal","Target","IndicatorRef","IndicatorId","IndicatorDescription","SeriesCode","SeriesType","SeriesDescription","ParentCountryOrAreaCode","CountryOrAreaCode","CountryOrAreaName","LDC","LLDC","SIDS","Frequency","SourceType","AgeGroup","Location","Sex","Value type","Unit","UnitMultiplier","Y2000","Y2000FN","Y2001","Y2001FN","Y2002","Y2002FN","Y2003","Y2003FN","Y2004","Y2004FN","Y2005","Y2005FN","Y2006","Y2006FN","Y2007","Y2007FN","Y2008","Y2008FN","Y2009","Y2009FN","Y2010","Y2010FN","Y2011","Y2011FN","Y2012","Y2012FN","Y2013","Y2013FN","Y2014","Y2014FN","Y2015","Y2015FN"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_ESEASI","MDG_SEAS","South-Eastern Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","42.30","1, 131","","","","","","","","","42.90","6, 131","","","","","","","","","43.80","11, 131","","","","","","","","","44.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","BRN","Brunei Darussalam","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","31.76","CA, 1, 134","28.30","CA, 2, 134","25.43","CA, 3, 134","","","","","","","18.24","CA, 7, 134","18.72","CA, 8, 134","16.64","CA, 9, 134","","","","","14.37","CA, 12, 136","15.75","CA, 13, 136","12.95","CA, 14, 136","11.40","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","KHM","Cambodia","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","47.00","C, 5, 47","","","","","","","","","46.00","C, 10, 48","","","","","","","57.00","C, 14, 49","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","IDN","Indonesia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","54.00","C, 1, 50","51.00","C, 2, 50","","","","","","","52.00","C, 6, 51","51.00","C, 7, 51","","","","","47.00","C, 10, 52","48.00","C, 11, 52","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","MYS","Malaysia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","15.25","CA, 2, 134","13.25","CA, 3, 134","12.88","CA, 4, 134","12.94","CA, 5, 134","12.53","CA, 6, 134","11.65","CA, 7, 134","10.99","CA, 8, 134","12.86","CA, 9, 134","13.50","CA, 10, 134","","","13.46","CA, 12, 134","12.73","CA, 13, 134","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","PHL","Philippines","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","55.00","C, 2, 53","53.00","C, 3, 53","","","","","","","53.00","C, 7, 54","54.00","C, 8, 54","","","","","","","59.00","C, 12, 55","57.00","C, 13, 55","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","SGP","Singapore","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","8.00","C, 3, 132","6.70","C, 4, 132","6.60","C, 5, 132","7.20","C, 6, 132","6.60","C, 7, 132","6.10","C, 8, 132","6.10","C, 9, 132","5.00","C, 10, 132","4.80","C, 11, 132","4.70","C, 12, 132","4.30","C, 13, 132","3.80","C, 14, 132","3.30","C, 15, 132","2.70","C, 16, 132"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SEAS","TLS","Timor-Leste","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","78.30","C, 2, 56","75.00","C, 3, 57","","","59.20","C, 5, 162","","","","","54.00","C, 8, 57","51.00","C, 9, 57","","","50.00","C, 11, 163","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_WORLD","SDG_NAWA","Northern Africa and Western Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","50.70","1, 131","","","","","","","","","47.00","6, 131","","","","","","","","","45.10","11, 131","","","","","","","","","42.20","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_NAWA","M49_ASI_WA","Western Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","52.90","1, 131","","","","","","","","","47.10","6, 131","","","","","","","","","44.10","11, 131","","","","","","","","","40.70","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","ARM","Armenia","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","30.00","C, 5, 58","","","25.36","C, 7, 133","25.46","C, 8, 133","25.74","C, 9, 133","28.00","C, 10, 59","28.30","C, 11, 132","26.40","C, 12, 132","26.00","C, 13, 132","22.70","C, 14, 132","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","AZE","Azerbaijan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","38.01","E, 1, 164","38.05","E, 2, 164","38.30","E, 3, 164","38.78","E, 4, 164","39.49","E, 5, 164","40.41","E, 6, 164","41.51","E, 7, 164","42.76","E, 8, 164","44.11","E, 9, 164","45.54","E, 10, 164","47.01","E, 11, 164","48.47","E, 12, 164","49.93","E, 13, 164","51.39","E, 14, 164","52.83","E, 15, 164","54.28","E, 16, 164"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","BHR","Bahrain","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","15.09","CA, 1, 134","12.41","CA, 2, 134","13.40","CA, 3, 134","19.53","CA, 4, 134","19.89","CA, 5, 134","17.85","CA, 6, 134","13.76","CA, 7, 134","12.72","CA, 8, 134","12.08","CA, 9, 134","14.30","CA, 10, 134","13.80","CA, 11, 134","13.95","CA, 12, 134","13.80","CA, 13, 134","14.50","CA, 14, 136","13.21","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","GEO","Georgia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","48.00","C, 5, 60","","","36.56","C, 7, 133","36.20","C, 8, 133","43.64","C, 9, 133","51.80","C, 10, 133","48.37","C, 11, 133","","","","","","","46.48","C, 15, 133","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","ISR","Israel","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","17.20","C, 1, 132","16.55","C, 2, 132","15.90","C, 3, 132","15.52","C, 4, 132","15.34","C, 5, 132","14.70","C, 6, 132","14.12","C, 7, 132","13.86","C, 8, 132","13.74","C, 9, 132","13.39","C, 10, 132","12.98","C, 11, 132","12.54","C, 12, 132","11.60","C, 13, 132","10.40","C, 14, 132","10.20","C, 15, 132","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","JOR","Jordan","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","28.00","C, 2, 61","","","","","","","","","28.00","C, 7, 62","","","32.00","C, 9, 63","","","27.00","C, 11, 64","26.00","C, 12, 64","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","KWT","Kuwait","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","17.81","CA, 1, 134","","","17.47","CA, 3, 134","18.36","CA, 4, 134","18.09","CA, 5, 134","17.53","CA, 6, 134","15.56","CA, 7, 134","12.95","CA, 8, 134","11.25","CA, 9, 134","10.00","CA, 10, 134","9.10","CA, 11, 134","7.50","CA, 12, 134","7.09","CA, 13, 134","6.55","CA, 14, 136","7.78","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","LBN","Lebanon","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","18.00","C, 2, 165","17.00","C, 3, 165","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","OMN","Oman","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","10.90","C, 4, 166","","","","","11.26","CA, 7, 134","11.65","CA, 8, 134","12.52","CA, 9, 134","14.12","CA, 10, 134","11.69","CA, 11, 134","10.58","CA, 12, 134","10.57","CA, 13, 134","13.47","CA, 14, 134","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","QAT","Qatar","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","16.70","CA, 1, 134","17.03","CA, 2, 134","20.21","CA, 3, 134","18.21","CA, 4, 134","19.22","CA, 5, 134","17.53","CA, 6, 134","15.66","CA, 7, 134","14.35","CA, 8, 134","14.72","CA, 9, 134","15.82","CA, 10, 134","16.40","CA, 11, 134","","","13.36","CA, 13, 134","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","SAU","Saudi Arabia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","31.00","C, 1, 132","","","","","","","14.68","C, 5, 167","","","7.00","C, 7, 168","7.38","C, 8, 168","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","PSE","State of Palestine","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","69.40","C, 4, 169","","","","","59.80","C, 7, 170","","","","","","","67.00","C, 11, 171","","","","","","","48.00","C, 15, 65","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","ARE","United Arab Emirates","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","24.40","C, 1, 132","23.40","C, 2, 132","21.47","C, 3, 132","","","","","34.80","C, 6, 132","33.10","C, 7, 132","33.90","C, 8, 132","32.30","C, 9, 132","34.20","C, 10, 132","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_WA","YEM","Yemen","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","83.00","C, 1, 172","","","","","","","","","80.00","C, 6, 66","","","","","","","","","","","","","67.00","C, 13, 67","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_NAWA","M49_AFR_NA","Northern Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","48.50","1, 131","","","","","","","","","47.00","6, 131","","","","","","","","","46.30","11, 131","","","","","","","","","43.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_NA","ESH","Western Sahara","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","43.80","E, 1, 173","39.80","E, 2, 173","38.90","E, 3, 173","30.10","E, 4, 173","29.00","E, 5, 173","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_WORLD","SDG_AFR_SSA","Sub-Saharan Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","129.80","1, 131","","","","","","","","","122.50","6, 131","","","","","","","","","113.70","11, 131","","","","","","","","","102.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_AFR_SSA","M49_AFR_EA","Eastern Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","125.90","1, 131","","","","","","","","","117.20","6, 131","","","","","","","","","105.20","11, 131","","","","","","","","","90.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","BDI","Burundi","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","30.00","C, 2, 68","","","","","","","73.51","C, 6, 174","","","","","50.40","E, 9, 175","65.00","C, 10, 69","","","85.00","C, 12, 176","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","COM","Comoros","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","94.50","C, 1, 177","","","","","","","","","89.00","C, 6, 70","","","","","","","","","71.00","C, 11, 70","70.00","C, 12, 70","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","ETH","Ethiopia","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","104.00","C, 4, 71","","","","","","","","","","","79.00","C, 10, 72","","","","","","","71.20","C, 14, 73","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","MDG","Madagascar","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","148.90","C, 1, 178","149.00","C, 2, 74","150.00","C, 3, 74","","","","","","","","","148.00","C, 8, 75","","","","","","","145.00","C, 12, 179","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","MWI","Malawi","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","165.02","E, 1, 164","164.54","E, 2, 164","163.90","E, 3, 164","163.08","E, 4, 164","162.06","E, 5, 164","160.88","E, 6, 164","159.59","E, 7, 164","158.20","E, 8, 164","156.76","E, 9, 164","155.31","E, 10, 164","153.87","E, 11, 164","152.44","E, 12, 164","151.03","E, 13, 164","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","MUS","Mauritius","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","39.97","C, 1, 138","","","36.48","C, 3, 138","36.54","C, 4, 138","","","34.56","C, 6, 138","33.32","C, 7, 138","34.53","C, 8, 138","33.15","C, 9, 138","31.87","C, 10, 138","30.07","C, 11, 138","","","30.09","C, 13, 138","","","","","23.14","C, 16, 138"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","MYT","Mayotte","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","108.00","C, 3, 132","","","106.00","C, 5, 132","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","MOZ","Mozambique","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","179.00","C, 3, 76","","","","","","","","","193.00","C, 8, 180","","","","","167.00","C, 11, 77","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","REU","Réunion","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","39.00","C, 1, 132","40.00","C, 2, 132","40.00","C, 3, 132","36.00","C, 4, 132","36.00","C, 5, 132","37.00","C, 6, 132","44.42","CA, 7, 136","43.52","CA, 8, 136","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","UGA","Uganda","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","204.00","C, 3, 181","","","","","152.00","C, 6, 78","","","","","151.00","C, 9, 182","","","134.00","C, 11, 79","","","","","141.00","C, 14, 183","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","TZA","United Republic of Tanzania","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","137.01","E, 1, 164","137.59","E, 2, 164","138.23","E, 3, 164","138.28","E, 4, 164","138.02","E, 5, 164","136.87","E, 6, 164","134.15","E, 7, 164","130.13","E, 8, 164","126.12","E, 9, 164","123.44","E, 10, 164","122.52","E, 11, 164","123.06","E, 12, 164","124.70","E, 13, 164","127.12","E, 14, 164","129.95","E, 15, 164","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","ZMB","Zambia","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","160.00","C, 1, 80","","","","","","","","","","","146.00","C, 7, 81","","","","","","","140.70","C, 11, 184","","","141.00","C, 13, 82","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_EA","ZWE","Zimbabwe","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","99.00","C, 5, 83","","","","","","","","","115.00","C, 10, 84","","","","","","","120.00","C, 14, 85","110.00","C, 15, 86","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_AFR_SSA","M49_AFR_MA","Middle Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","155.40","1, 131","","","","","","","","","148.20","6, 131","","","","","","","","","138.10","11, 131","","","","","","","","","126.30","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","AGO","Angola","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","122.41","C, 2, 185","","","","","","","166.00","C, 6, 186","","","","","","","191.00","C, 10, 187","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","CMR","Cameroon","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","138.00","C, 3, 87","","","","","128.30","C, 6, 188","","","","","","","127.00","C, 10, 88","","","","","","","","","119.00","C, 15, 89","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","TCD","Chad","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","187.00","C, 4, 90","","","","","","","203.40","C, 8, 91","","","","","","","","","","","179.00","C, 14, 92","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","COG","Congo","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","129.00","C, 5, 93","","","","","","","","","","","147.00","C, 11, 94","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","COD","Democratic Republic of the Congo","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","129.42","E, 1, 164","129.36","E, 2, 164","129.42","E, 3, 164","129.60","E, 4, 164","129.91","E, 5, 164","130.33","E, 6, 164","130.85","E, 7, 164","131.46","E, 8, 164","132.14","E, 9, 164","132.87","E, 10, 164","133.64","E, 11, 164","134.44","E, 12, 164","135.24","E, 13, 164","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","GNQ","Equatorial Guinea","True","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","195.60","C, 1, 189","","","","","","","","","","","","","","","","","","","176.00","C, 11, 95","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_MA","STP","Sao Tome and Principe","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","91.00","C, 2, 190","","","","","","","","","","","93.00","C, 8, 96","","","","","","","","","","","","","92.00","C, 15, 97","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_AFR_SSA","M49_AFR_SA","Southern Africa","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","77.00","1, 131","","","","","","","","","67.00","6, 131","","","","","","","","","58.00","11, 131","","","","","","","","","49.10","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","53.30","C, 2, 191","","","","","","","","","51.00","C, 7, 192","","","","","","","","","39.00","C, 12, 193","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_AFR_SA","LSO","Lesotho","True","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","94.40","C, 1, 194","","","89.00","C, 3, 195","92.00","C, 4, 98","","","","","","","","","96.00","C, 9, 99","","","80.00","C, 11, 196","","","","","94.00","C, 14, 100","","","",""
